leftDeltaDistance,rightDeltaDistance,leftSpeed,rightSpeed,time,P,I,D
507,312,10,50,309.065037,-309.065037,309.065037,0
508,223.6,10,50,220.660267,-220.660267,220.660267,0
509,273,10,50,270.054443,-270.054443,270.054443,0
510,270.4,10,50,267.448674,-267.448674,267.448674,0
511,322.4,10,50,319.441796,-319.441796,319.441796,0
512,210.6,10,50,207.637303,-207.637303,207.637303,0
513,213.2,10,50,210.232755,-210.232755,210.232755,0
514,267.8,10,50,264.827042,-264.827042,264.827042,0
515,262.6,10,50,259.62144,-259.62144,259.62144,0
516,176.8,10,50,173.817668,226.182332,573.817668,0
517,236.6,10,50,233.612621,-233.612621,233.612621,0
518,124.8,10,50,121.809958,278.190042,521.809958,0
519,132.6,10,50,129.60713,270.39287,529.60713,0
520,148.2,10,50,145.203968,254.796032,545.203968,0
521,137.8,10,50,134.801028,265.198972,534.801028,0
522,145.6,10,50,142.597922,257.402078,542.597922,0
523,249.6,10,50,246.592597,-246.592597,246.592597,0
524,127.4,10,50,124.389879,275.610121,524.389879,0
525,124.8,10,50,121.787217,278.212783,521.787217,0
526,161.2,10,50,158.183778,241.816222,558.183778,0
527,189.8,10,50,186.779729,213.220271,586.779729,0
528,156,10,50,152.976401,247.023599,552.976401,0
529,140.4,10,50,137.373406,262.626594,537.373406,0
530,57.2,10,50,54.172186,345.827814,454.172186,0
531,88.4,10,50,85.3703,314.6297,485.3703,0
532,119.6,10,50,116.567748,283.432252,516.567748,0
533,114.4,10,50,111.365308,288.634692,511.365308,0
534,62.4,10,50,59.363977,340.636023,459.363977,0
535,70.2,10,50,67.162479,332.837521,467.162479,0
536,93.6,10,50,90.560482,309.439518,490.560482,0
537,78,10,50,74.958818,325.041182,474.958818,0
538,36.4,10,50,33.358042,366.641958,433.358042,0
539,75.4,10,50,72.356433,327.643567,472.356433,0
540,88.4,10,50,85.354547,314.645453,485.354547,0
541,57.2,10,50,54.153327,345.846673,454.153327,0
542,106.6,10,50,103.551053,296.448947,503.551053,0
543,75.4,10,50,72.349444,327.650556,472.349444,0
544,83.2,10,50,80.147669,319.852331,480.147669,0
545,96.2,10,50,93.145617,306.854383,493.145617,0
546,111.8,10,50,108.743232,291.256768,508.743232,0
547,10.4,10,50,7.34301,392.65699,407.34301,0
548,67.6,10,50,64.541568,335.458432,464.541568,0
549,83.2,10,50,80.139793,319.860207,480.139793,0
550,130,10,50,126.93702,273.06298,526.93702,0
551,59.8,10,50,56.735744,343.264256,456.735744,0
552,96.2,10,50,93.133692,306.866308,493.133692,0
553,75.4,10,50,72.332083,327.667917,472.332083,0
554,75.4,10,50,72.330475,327.669525,472.330475,0
555,46.8,10,50,43.729476,356.270524,443.729476,0
556,91,10,50,87.927535,312.072465,487.927535,0
557,72.8,10,50,69.725982,330.274018,469.725982,0
558,114.4,10,50,111.323541,288.676459,511.323541,0
559,122.2,10,50,119.120934,280.879066,519.120934,0
560,52,10,50,48.919825,351.080175,448.919825,0
561,98.8,10,50,95.717717,304.282283,495.717717,0
562,59.8,10,50,56.716442,343.283558,456.716442,0
563,135.2,10,50,132.113557,267.886443,532.113557,0
564,41.6,10,50,38.51267,361.48733,438.51267,0
565,80.6,10,50,77.51095,322.48905,477.51095,0
566,54.6,10,50,51.509786,348.490214,451.509786,0
567,91,10,50,87.907844,312.092156,487.907844,0
568,20.8,10,50,17.707401,382.292599,417.707401,0
569,70.2,10,50,67.105903,332.894097,467.105903,0
570,132.6,10,50,129.503074,270.496926,529.503074,0
571,80.6,10,50,77.501355,322.498645,477.501355,0
572,124.8,10,50,121.698692,278.301308,521.698692,0
573,166.4,10,50,163.295142,236.704858,563.295142,0
574,169,10,50,165.891537,234.108463,565.891537,0
575,247,10,50,243.886268,-243.886268,243.886268,0
576,377,10,50,373.878225,-373.878225,373.878225,0
577,247,10,50,243.872956,-243.872956,243.872956,0
578,283.4,10,50,280.26691,-280.26691,280.26691,0
579,234,10,50,230.861918,-230.861918,230.861918,0
580,182,10,50,178.858035,221.141965,578.858035,0
581,286,10,50,282.851934,-282.851934,282.851934,0
582,275.6,10,50,272.446054,-272.446054,272.446054,0
583,296.4,10,50,293.239731,-293.239731,293.239731,0
584,335.4,10,50,332.232576,-332.232576,332.232576,0
585,405.6,10,50,402.423923,-402.423923,402.423923,0
586,332.8,10,50,329.616823,-329.616823,329.616823,0
587,270.4,10,50,267.211055,-267.211055,267.211055,0
588,278.2,10,50,275.00512,-275.00512,275.00512,0
589,322.4,10,50,319.198242,-319.198242,319.198242,0
590,288.6,10,50,285.392085,-285.392085,285.392085,0
591,293.8,10,50,290.585818,-290.585818,290.585818,0
592,189.8,10,50,186.581769,213.418231,586.581769,0
593,270.4,10,50,267.176,-267.176,267.176,0
594,156,10,50,152.772672,247.227328,552.772672,0
595,208,10,50,204.768235,-204.768235,204.768235,0
596,283.4,10,50,280.162189,-280.162189,280.162189,0
597,163.8,10,50,160.558694,239.441306,560.558694,0
598,176.8,10,50,173.554923,226.445077,573.554923,0
599,241.8,10,50,238.549764,-238.549764,238.549764,0
600,189.8,10,50,186.545715,213.454285,586.545715,0
601,200.2,10,50,196.941444,203.058556,596.941444,0
602,127.4,10,50,124.138726,275.861274,524.138726,0
603,148.2,10,50,144.935565,255.064435,544.935565,0
604,135.2,10,50,131.932681,268.067319,531.932681,0
605,114.4,10,50,111.13024,288.86976,511.13024,0
606,140.4,10,50,137.127245,262.872755,537.127245,0
607,80.6,10,50,77.325525,322.674475,477.325525,0
608,127.4,10,50,124.122807,275.877193,524.122807,0
609,137.8,10,50,134.519868,265.480132,534.519868,0
610,101.4,10,50,98.117705,301.882295,498.117705,0
611,109.2,10,50,105.915375,294.084625,505.915375,0
612,98.8,10,50,95.513267,304.486733,495.513267,0
613,67.6,10,50,64.311825,335.688175,464.311825,0
614,80.6,10,50,77.310106,322.689894,477.310106,0
615,124.8,10,50,121.507443,278.492557,521.507443,0
616,20.8,10,50,17.506999,382.493001,417.506999,0
617,67.6,10,50,64.305557,335.694443,464.305557,0
618,137.8,10,50,134.502618,265.497382,534.502618,0
619,44.2,10,50,40.901675,359.098325,440.901675,0
620,104,10,50,100.699456,299.300544,500.699456,0
621,65,10,50,61.698069,338.301931,461.698069,0
622,70.2,10,50,66.896572,333.103428,466.896572,0
623,114.4,10,50,111.094131,288.905869,511.094131,0
624,91,10,50,87.69219,312.30781,487.69219,0
625,124.8,10,50,121.489527,278.510473,521.489527,0
626,54.6,10,50,51.288363,348.711637,451.288363,0
627,44.2,10,50,40.88742,359.11258,440.88742,0
628,124.8,10,50,121.484757,278.515243,521.484757,0
629,111.8,10,50,108.482372,291.517628,508.482372,0
630,127.4,10,50,124.079654,275.920346,524.079654,0
631,189.8,10,50,186.475605,213.524395,586.475605,0
632,111.8,10,50,108.47322,291.52678,508.47322,0
633,70.2,10,50,66.871723,333.128277,466.871723,0
634,101.4,10,50,98.069559,301.930441,498.069559,0
635,106.6,10,50,103.267285,296.732715,503.267285,0
636,104,10,50,100.665067,299.334933,500.665067,0
637,122.2,10,50,118.86246,281.13754,518.86246,0
638,104,10,50,100.660241,299.339759,500.660241,0
639,127.4,10,50,124.057523,275.942477,524.057523,0
640,23.4,10,50,20.057024,379.942976,420.057024,0
641,111.8,10,50,108.454639,291.545361,508.454639,0
642,104,10,50,100.65242,299.34758,500.65242,0
643,57.2,10,50,53.8512,346.1488,453.8512,0
644,65,10,50,61.649813,338.350187,461.649813,0
645,98.8,10,50,95.447706,304.552294,495.447706,0
646,85.8,10,50,82.445875,317.554125,482.445875,0
647,80.6,10,50,77.244156,322.755844,477.244156,0
648,127.4,10,50,124.041438,275.958562,524.041438,0
649,122.2,10,50,118.838831,281.161169,518.838831,0
650,109.2,10,50,105.836501,294.163499,505.836501,0
651,72.8,10,50,69.434948,330.565052,469.434948,0
652,117,10,50,113.632452,286.367548,513.632452,0
653,78,10,50,74.630788,325.369212,474.630788,0
654,49.4,10,50,46.029734,353.970266,446.029734,0
655,119.6,10,50,116.227183,283.772817,516.227183,0
656,93.6,10,50,90.225186,309.774814,490.225186,0
657,59.8,10,50,56.42391,343.57609,456.42391,0
658,83.2,10,50,79.822135,320.177865,479.822135,0
659,67.6,10,50,64.220693,335.779307,464.220693,0
660,106.6,10,50,103.218419,296.781581,503.218419,0
661,80.6,10,50,77.2167,322.7833,477.2167,0
662,67.6,10,50,64.215258,335.784742,464.215258,0
663,33.8,10,50,30.414537,369.585463,430.414537,0
664,57.2,10,50,53.813316,346.186684,453.813316,0
665,85.8,10,50,82.411486,317.588514,482.411486,0
666,114.4,10,50,111.009045,288.990955,511.009045,0
667,80.6,10,50,77.207326,322.792674,477.207326,0
668,49.4,10,50,46.006272,353.993728,446.006272,0
669,109.2,10,50,105.803942,294.196058,505.803942,0
670,262.6,10,50,259.19834,-259.19834,259.19834,0
671,270.4,10,50,266.992572,-266.992572,266.992572,0
672,187.2,10,50,183.788578,216.211422,583.788578,0
673,228.8,10,50,225.383697,-225.383697,225.383697,0
674,184.6,10,50,181.179759,218.820241,581.179759,0
675,241.8,10,50,238.374601,-238.374601,238.374601,0
676,260,10,50,256.569054,-256.569054,256.569054,0
677,218.4,10,50,214.964395,-214.964395,214.964395,0
678,254.8,10,50,251.358959,-251.358959,251.358959,0
679,176.8,10,50,173.355187,226.644813,573.355187,0
680,369.2,10,50,365.747311,-365.747311,365.747311,0
681,241.8,10,50,238.342153,-238.342153,238.342153,0
682,228.8,10,50,225.337271,-225.337271,225.337271,0
683,223.6,10,50,220.132501,-220.132501,220.132501,0
684,195,10,50,191.528341,208.471659,591.528341,0
685,306.8,10,50,303.321796,-303.321796,303.321796,0
686,228.8,10,50,225.316915,-225.316915,225.316915,0
687,187.2,10,50,183.712922,216.287078,583.712922,0
688,319.8,10,50,316.306099,-316.306099,316.306099,0
689,244.4,10,50,240.900885,-240.900885,240.900885,0
690,174.2,10,50,170.697169,229.302831,570.697169,0
691,262.6,10,50,259.091567,-259.091567,259.091567,0
692,213.2,10,50,209.687019,-209.687019,209.687019,0
693,192.4,10,50,188.882914,211.117086,588.882914,0
694,156,10,50,152.479586,247.520414,552.479586,0
695,78,10,50,74.477922,325.522078,474.477922,0
696,150.8,10,50,147.274705,252.725295,547.274705,0
697,163.8,10,50,160.271211,239.728789,560.271211,0
698,106.6,10,50,103.068937,296.931063,503.068937,0
699,179.4,10,50,175.865109,224.134891,575.865109,0
700,117,10,50,113.462613,286.537387,513.462613,0
701,114.4,10,50,110.860173,289.139827,510.860173,0
702,106.6,10,50,103.057899,296.942101,503.057899,0
703,117,10,50,113.455403,286.544597,513.455403,0
704,91,10,50,87.453461,312.546539,487.453461,0
705,130,10,50,126.450688,273.549312,526.450688,0
706,28.6,10,50,25.050078,374.949922,425.050078,0
707,119.6,10,50,116.047526,283.952474,516.047526,0
708,96.2,10,50,92.645474,307.354526,492.645474,0
709,39,10,50,35.444642,364.555358,435.444642,0
710,88.4,10,50,84.842756,315.157244,484.842756,0
711,96.2,-3.559296,0,92.640704,307.359296,492.640704,0
712,59.8,-3.560572,0,56.239428,343.760572,456.239428,0
713,39,-3.561404,0,35.438596,364.561404,435.438596,0
714,143,-3.564454,0,139.435546,260.564454,539.435546,0
715,49.4,-3.565508,0,45.834492,354.165508,445.834492,0
716,117,-3.568004,0,113.431996,286.568004,513.431996,0
717,78,-3.569668,0,74.430332,325.569668,474.430332,0
718,78,-3.571332,0,74.428668,325.571332,474.428668,0
719,85.8,-3.573163,0,82.226837,317.773163,482.226837,0
720,93.6,-3.575159,0,90.024841,309.975159,490.024841,0
721,143,-3.57821,0,139.42179,260.57821,539.42179,0
722,153.4,-3.581483,0,149.818517,250.181483,549.818517,0
723,150.8,-3.5847,0,147.2153,252.7847,547.2153,0
724,234,-3.589692,0,230.410308,-230.410308,230.410308,0
725,231.4,-3.594628,0,227.805372,-227.805372,227.805372,0
726,231.4,-3.599565,0,227.800435,-227.800435,227.800435,0
727,197.6,-3.60378,0,193.99622,206.00378,593.99622,0
728,174.2,-3.607497,0,170.592503,229.407497,570.592503,0
729,234,-3.612489,0,230.387511,-230.387511,230.387511,0
730,260,-3.618035,0,256.381965,-256.381965,256.381965,0
731,236.6,-3.623083,0,232.976917,-232.976917,232.976917,0
732,221,-3.627797,0,217.372203,-217.372203,217.372203,0
733,231.4,-3.632734,0,227.767266,-227.767266,227.767266,0
734,252.2,-3.638114,0,248.561886,-248.561886,248.561886,0
735,226.2,-3.64294,0,222.55706,-222.55706,222.55706,0
736,182,-3.646822,0,178.353178,221.646822,578.353178,0
737,244.4,-3.652036,0,240.747964,-240.747964,240.747964,0
738,226.2,-3.656862,0,222.543138,-222.543138,222.543138,0
739,249.6,-3.662187,0,245.937813,-245.937813,245.937813,0
740,215.8,-3.66679,0,212.13321,-212.13321,212.13321,0
741,257.4,-3.672282,0,253.727718,-253.727718,253.727718,0
742,195,-3.676442,0,191.323558,208.676442,591.323558,0
743,241.8,-3.6816,0,238.1184,-238.1184,238.1184,0
744,169,-3.685205,0,165.314795,234.685205,565.314795,0
745,213.2,-3.689754,0,209.510246,-209.510246,209.510246,0
746,174.2,-3.69347,0,170.50653,229.49347,570.50653,0
747,124.8,-3.696132,0,121.103868,278.896132,521.103868,0
748,137.8,-3.699072,0,134.100928,265.899072,534.100928,0
749,210.6,-3.703565,0,206.896435,-206.896435,206.896435,0
750,93.6,-3.705562,0,89.894438,310.105562,489.894438,0
751,174.2,-3.709278,0,170.490722,229.509278,570.490722,0
752,169,-3.712883,0,165.287117,234.712883,565.287117,0
753,143,-3.715934,0,139.284066,260.715934,539.284066,0
754,101.4,-3.718097,0,97.681903,302.318097,497.681903,0
755,169,-3.721702,0,165.278298,234.721702,565.278298,0
756,143,-3.724753,0,139.275247,260.724753,539.275247,0
757,75.4,-3.726362,0,71.673638,328.326362,471.673638,0
758,135.2,-3.729246,0,131.470754,268.529246,531.470754,0
759,75.4,-3.730854,0,71.669146,328.330854,471.669146,0
760,91,-3.732796,0,87.267204,312.732796,487.267204,0
761,83.2,-3.734571,0,79.465429,320.534571,479.465429,0
762,44.2,-3.735514,0,40.464486,359.535514,440.464486,0
763,75.4,-3.737122,0,71.662878,328.337122,471.662878,0
764,67.6,-3.738564,0,63.861436,336.138564,463.861436,0
765,117,-3.74106,0,113.25894,286.74106,513.25894,0
766,85.8,-3.742891,0,82.057109,317.942891,482.057109,0
767,145.6,-3.745997,0,141.854003,258.145997,541.854003,0
768,96.2,-3.748049,0,92.451951,307.548049,492.451951,0
769,85.8,-3.749879,0,82.050121,317.949879,482.050121,0
770,111.8,-3.752265,0,108.047735,291.952265,508.047735,0
771,78,-3.753929,0,74.246071,325.753929,474.246071,0
772,44.2,-3.754871,0,40.445129,359.554871,440.445129,0
773,78,-3.756535,0,74.243465,325.756535,474.243465,0
774,44.2,-3.757478,0,40.442522,359.557478,440.442522,0
775,119.6,-3.76003,0,115.83997,284.16003,515.83997,0
776,72.8,-3.761583,0,69.038417,330.961583,469.038417,0
777,117,-3.764079,0,113.235921,286.764079,513.235921,0
778,137.8,-3.767019,0,134.032981,265.967019,534.032981,0
779,111.8,-3.769404,0,108.030596,291.969404,508.030596,0
780,132.6,-3.772233,0,128.827767,271.172233,528.827767,0
781,54.6,-3.773397,0,50.826603,349.173397,450.826603,0
782,114.4,-3.775838,0,110.624162,289.375838,510.624162,0
783,101.4,-3.778001,0,97.621999,302.378001,497.621999,0
784,46.8,-3.778999,0,43.021001,356.978999,443.021001,0
785,93.6,-3.780996,0,89.819004,310.180996,489.819004,0
786,145.6,-3.784102,0,141.815898,258.184102,541.815898,0
787,150.8,-3.787319,0,147.012681,252.987319,547.012681,0
788,52,-3.788429,0,48.211571,351.788429,448.211571,0
789,119.6,-3.79098,0,115.80902,284.19098,515.80902,0
790,67.6,-3.792422,0,63.807578,336.192422,463.807578,0
791,83.2,-3.794197,0,79.405803,320.594197,479.405803,0
792,33.8,-3.794918,0,30.005082,369.994918,430.005082,0
793,83.2,-3.796693,0,79.403307,320.596693,479.403307,0
794,83.2,-3.798468,0,79.401532,320.598468,479.401532,0
795,65,-3.799855,0,61.200145,338.799855,461.200145,0
796,65,-3.801242,0,61.198758,338.801242,461.198758,0
797,65,-3.802628,0,61.197372,338.802628,461.197372,0
798,41.6,-3.803516,0,37.796484,362.203516,437.796484,0
799,41.6,-3.804403,0,37.795597,362.204403,437.795597,0
800,80.6,-3.806123,0,76.793877,323.206123,476.793877,0
801,65,-3.807509,0,61.192491,338.807509,461.192491,0
802,98.8,-3.809617,0,94.990383,305.009617,494.990383,0
803,75.4,-3.811226,0,71.588774,328.411226,471.588774,0
804,85.8,-3.813056,0,81.986944,318.013056,481.986944,0
805,111.8,-3.815441,0,107.984559,292.015441,507.984559,0
806,85.8,-3.817271,0,81.982729,318.017271,481.982729,0
807,101.4,-3.819435,0,97.580565,302.419435,497.580565,0
808,93.6,-3.821431,0,89.778569,310.221431,489.778569,0
809,101.4,-3.823595,0,97.576405,302.423595,497.576405,0
810,93.6,-3.825591,0,89.774409,310.225591,489.774409,0
811,96.2,-3.827644,0,92.372356,307.627644,492.372356,0
812,122.2,-3.830251,0,118.369749,281.630251,518.369749,0
813,109.2,-3.83258,0,105.36742,294.63258,505.36742,0
814,36.4,-3.833357,0,32.566643,367.433357,432.566643,0
815,122.2,-3.835964,0,118.364036,281.635964,518.364036,0
816,96.2,-3.838016,0,92.361984,307.638016,492.361984,0
817,83.2,-3.839791,0,79.360209,320.639791,479.360209,0
818,91,-3.841732,0,87.158268,312.841732,487.158268,0
819,117,-3.844228,0,113.155772,286.844228,513.155772,0
820,85.8,-3.846059,0,81.953941,318.046059,481.953941,0
821,130,-3.848832,0,126.151168,273.848832,526.151168,0
822,72.8,-3.850385,0,68.949615,331.050385,468.949615,0
823,23.4,-3.850884,0,19.549116,380.450884,419.549116,0
824,91,-3.852826,0,87.147174,312.852826,487.147174,0
825,104,-3.855044,0,100.144956,299.855044,500.144956,0
826,124.8,-3.857707,0,120.942293,279.057707,520.942293,0
827,70.2,-3.859204,0,66.340796,333.659204,466.340796,0
828,117,-3.8617,0,113.1383,286.8617,513.1383,0
829,109.2,-3.86403,0,105.33597,294.66403,505.33597,0
830,122.2,-3.866637,0,118.333363,281.666637,518.333363,0
831,150.8,-3.869854,0,146.930146,253.069854,546.930146,0
832,182,-3.873737,0,178.126263,221.873737,578.126263,0
833,239.2,-3.878839,0,235.321161,-235.321161,235.321161,0
834,345.8,-3.886217,0,341.913783,-341.913783,341.913783,0
835,267.8,-3.89193,0,263.90807,-263.90807,263.90807,0
836,184.6,-3.895868,0,180.704132,219.295868,580.704132,0
837,236.6,-3.900915,0,232.699085,-232.699085,232.699085,0
838,195,-3.905075,0,191.094925,208.905075,591.094925,0
839,296.4,-3.911398,0,292.488602,-292.488602,292.488602,0
840,247,-3.916668,0,243.083332,-243.083332,243.083332,0
841,254.8,-3.922103,0,250.877897,-250.877897,250.877897,0
842,205.4,-3.926485,0,201.473515,-201.473515,201.473515,0
843,254.8,-3.931921,0,250.868079,-250.868079,250.868079,0
844,382.2,-3.940075,0,378.259925,-378.259925,378.259925,0
845,241.8,-3.945233,0,237.854767,-237.854767,237.854767,0
846,223.6,-3.950003,0,219.649997,-219.649997,219.649997,0
847,314.6,-3.956715,0,310.643285,-310.643285,310.643285,0
848,228.8,-3.961596,0,224.838404,-224.838404,224.838404,0
849,205.4,-3.965978,0,201.434022,-201.434022,201.434022,0
850,332.8,-3.973077,0,328.826923,-328.826923,328.826923,0
851,161.2,-3.976516,0,157.223484,242.776516,557.223484,0
852,244.4,-3.98173,0,240.41827,-240.41827,240.41827,0
853,179.4,-3.985557,0,175.414443,224.585557,575.414443,0
854,187.2,-3.989551,0,183.210449,216.789551,583.210449,0
855,200.2,-3.993822,0,196.206178,203.793822,596.206178,0
856,200.2,-3.998093,0,196.201907,203.798093,596.201907,0
857,231.4,-4.003029,0,227.396971,-227.396971,227.396971,0
858,192.4,-4.007134,0,188.392866,211.607134,588.392866,0
859,101.4,-4.009297,0,97.390703,302.609297,497.390703,0
860,171.6,-4.012958,0,167.587042,232.412958,567.587042,0
861,244.4,-4.018172,0,240.381828,-240.381828,240.381828,0
862,130,-4.020945,0,125.979055,274.020945,525.979055,0
863,106.6,-4.023219,0,102.576781,297.423219,502.576781,0
864,93.6,-4.025216,0,89.574784,310.425216,489.574784,0
865,143,-4.028267,0,138.971733,261.028267,538.971733,0
866,85.8,-4.030097,0,81.769903,318.230097,481.769903,0
867,72.8,-4.03165,0,68.76835,331.23165,468.76835,0
868,124.8,-4.034313,0,120.765687,279.234313,520.765687,0
869,85.8,-4.036143,0,81.763857,318.236143,481.763857,0
870,124.8,-4.038805,0,120.761195,279.238805,520.761195,0
871,93.6,-4.040802,0,89.559198,310.440802,489.559198,0
872,140.4,-4.043797,0,136.356203,263.643797,536.356203,0
873,130,-4.046571,0,125.953429,274.046571,525.953429,0
874,59.8,-4.047846,0,55.752154,344.247846,455.752154,0
875,119.6,-4.050398,0,115.549602,284.450398,515.549602,0
876,117,-4.052894,0,112.947106,287.052894,512.947106,0
877,101.4,-4.055057,0,97.344943,302.655057,497.344943,0
878,130,-4.05783,0,125.94217,274.05783,525.94217,0
879,93.6,-4.059827,0,89.540173,310.459827,489.540173,0
880,70.2,-4.061325,0,66.138675,333.861325,466.138675,0
881,78,-4.062989,0,73.937011,326.062989,473.937011,0
