line,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,
28,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,152,128,128,120,88,104,88,80,88,80,88,104,120,72,48,40,40,56,80,72,88,72,48,40,48,56,56,64,72,48,32,40,48,88,104,120,120,120,112,72,56,48,48,48,32,48,48,48,56,64,
29,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,144,128,136,120,112,64,104,64,88,80,80,96,104,96,56,48,40,48,64,80,72,80,72,48,40,48,48,56,80,88,56,32,40,64,88,112,112,120,112,104,56,56,64,40,40,48,48,48,48,48,56,
30,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,112,128,112,104,96,80,88,72,80,80,96,88,96,88,72,48,48,48,80,72,80,80,72,40,40,40,48,56,88,80,80,32,40,56,80,104,112,104,112,104,64,56,64,48,40,48,48,48,56,56,48,
31,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,208,104,112,96,104,104,80,80,56,80,80,88,96,104,96,56,48,56,56,80,80,80,80,80,40,40,40,56,56,80,80,64,48,40,64,80,96,104,104,104,56,56,56,48,40,48,48,48,56,56,56,56,
32,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,168,88,112,88,88,88,64,80,72,80,88,80,96,96,80,64,56,56,56,80,80,80,80,80,56,40,48,40,64,80,80,72,64,48,48,72,96,104,88,64,64,64,56,56,48,40,48,48,56,56,64,56,
33,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,176,152,96,96,88,80,88,64,72,64,72,80,80,80,96,80,56,56,56,64,80,80,80,80,72,40,48,40,48,48,72,80,80,72,48,56,72,72,96,56,56,56,56,56,40,48,48,56,56,56,56,48,48,
34,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,152,136,112,80,96,80,72,64,64,56,64,80,80,88,104,80,72,56,56,64,72,80,80,96,72,48,48,48,48,48,80,80,80,80,56,56,64,64,56,64,48,56,64,56,48,40,48,56,56,64,64,48,48,
35,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,144,144,112,104,88,80,72,72,64,56,64,72,80,80,88,96,80,72,64,64,72,80,72,64,96,64,56,48,40,40,48,72,72,80,72,56,56,56,56,56,56,56,56,64,48,48,48,48,56,56,64,56,64,48,
36,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,160,160,136,104,104,88,64,72,64,64,56,64,56,80,80,88,88,88,72,64,64,72,80,80,72,80,80,64,48,48,48,56,72,80,80,72,56,56,56,56,56,56,56,56,64,48,48,48,56,64,64,56,56,48,56,
37,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,152,144,112,104,96,88,72,64,56,56,56,56,64,80,80,96,96,80,72,72,64,72,80,72,80,96,80,72,48,56,48,48,64,96,72,64,48,56,56,48,56,56,56,64,56,48,48,56,72,64,64,64,56,56,56,
38,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,176,136,128,120,96,88,88,72,72,56,48,56,56,48,80,80,88,88,80,80,72,72,72,72,80,80,88,80,56,56,48,48,56,64,72,72,56,48,48,56,48,56,48,56,72,56,56,56,56,72,64,56,64,64,56,64,
39,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,208,160,128,112,104,96,88,80,72,72,56,56,56,56,56,80,72,80,80,96,80,72,72,72,72,72,72,80,88,72,56,56,40,48,56,64,64,56,56,56,56,56,56,56,72,72,56,48,56,56,64,56,64,64,56,56,56,
40,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,152,144,120,120,104,96,88,80,80,64,56,56,48,48,56,72,72,80,80,80,80,72,80,72,72,72,72,88,88,80,72,56,48,48,56,56,64,56,56,64,56,56,56,72,72,64,56,56,64,72,64,64,56,64,56,64,72,
41,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,144,128,128,112,96,88,88,80,72,56,72,56,48,48,48,56,72,72,88,80,80,72,80,72,72,72,72,88,88,88,64,56,48,56,56,64,72,64,72,72,64,64,56,80,64,64,56,56,72,72,72,72,64,64,64,72,72,
42,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,224,120,120,104,104,80,80,72,72,64,64,56,56,40,48,56,72,72,88,80,80,80,72,72,64,72,72,88,80,80,72,64,56,48,56,48,72,72,72,72,64,72,72,72,64,64,72,64,72,72,72,72,72,72,72,72,64,
43,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,240,240,232,120,112,104,88,80,72,72,56,56,56,48,48,48,48,64,64,88,80,80,80,72,64,72,72,72,80,80,88,80,64,56,48,56,56,64,72,80,72,72,72,80,80,80,80,72,88,80,80,80,88,88,88,96,120,128,
44,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,232,232,240,240,224,120,96,88,80,72,64,64,56,56,48,48,56,48,64,80,88,88,88,80,72,72,72,72,88,96,96,80,80,80,64,64,56,72,72,88,88,88,88,88,88,96,96,104,152,152,152,160,152,160,152,144,136,136,136,
45,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,232,240,232,240,232,232,208,152,88,80,72,72,64,64,56,56,48,48,48,56,80,88,88,88,80,80,72,72,72,88,88,104,96,88,88,72,72,80,80,80,88,104,144,168,168,184,176,184,176,168,160,168,160,160,152,152,160,152,136,136,
46,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,232,232,240,232,232,240,224,192,184,144,80,80,72,56,56,56,56,56,56,48,48,80,80,88,96,96,80,80,88,88,88,104,112,104,104,112,128,168,192,200,192,168,192,168,168,168,176,176,184,176,184,168,168,160,168,160,152,152,144,136,136,
47,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,240,232,232,232,240,232,224,216,200,184,176,160,72,72,64,64,64,56,64,56,56,56,72,104,112,112,96,112,112,112,104,144,176,192,200,192,200,200,208,216,192,192,168,184,184,176,168,168,184,176,168,168,168,160,152,160,152,144,144,144,136,136,
48,200,200,208,208,200,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,232,232,232,232,232,224,208,200,200,176,160,152,136,96,72,72,80,72,80,72,104,104,104,112,136,168,240,200,216,208,200,200,208,208,200,192,200,208,208,208,208,184,200,184,192,176,168,168,168,176,168,168,152,160,160,152,160,144,136,136,136,136,
49,184,184,192,208,216,216,200,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,224,240,240,232,232,232,208,208,200,176,176,160,152,144,144,136,104,88,120,168,208,208,216,224,216,208,216,224,216,216,208,208,200,208,216,200,200,200,216,208,200,200,184,184,176,176,176,176,168,160,160,160,160,160,144,144,152,144,144,136,136,136,136,
50,176,184,192,200,208,216,224,232,232,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,232,232,232,240,232,224,224,184,176,200,176,160,152,168,184,240,232,216,232,232,224,216,232,240,232,224,232,224,216,216,224,216,200,200,200,216,184,208,192,192,200,200,184,176,192,176,168,160,168,168,168,152,152,160,160,128,136,136,144,136,136,136,136,128,
51,160,184,184,200,208,216,232,232,240,240,248,248,232,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,232,240,240,216,208,208,208,192,168,192,216,232,208,224,224,240,232,232,224,224,240,232,224,232,224,232,232,216,224,224,216,224,216,200,184,192,184,192,192,184,208,192,184,184,168,168,168,160,152,152,160,160,160,152,152,152,144,128,128,136,136,136,128,128,128,
52,168,176,184,184,200,200,200,224,224,232,248,248,240,248,240,248,240,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,224,216,216,184,208,232,240,232,232,240,240,232,232,232,240,240,240,232,232,224,232,232,232,232,232,224,224,224,208,208,208,208,200,192,192,176,160,200,184,184,184,176,184,176,168,168,160,152,152,152,152,160,152,144,136,152,144,144,136,136,136,128,128,136,128,
53,160,160,176,192,192,216,216,208,224,216,224,224,240,240,240,240,240,240,248,240,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,216,240,216,232,240,240,232,240,240,232,232,240,240,240,232,232,240,232,232,240,232,240,216,232,208,232,224,224,224,224,216,232,224,208,208,200,208,200,200,192,192,184,168,168,168,192,176,176,176,168,160,160,168,152,160,144,152,136,152,136,144,144,136,128,128,128,128,128,128,120,128,
54,168,176,176,200,200,216,224,216,224,224,224,232,232,232,232,240,240,240,240,240,240,248,240,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,216,240,248,248,248,248,232,248,232,232,232,240,240,240,240,240,240,232,232,240,232,240,232,232,240,232,232,232,232,232,232,232,232,224,216,232,224,224,224,216,208,208,232,208,216,200,200,200,200,184,184,176,176,168,168,168,176,168,176,176,160,160,160,160,144,152,152,152,144,152,152,144,136,136,128,128,120,128,128,120,120,128,
55,216,216,232,240,240,232,232,232,232,232,240,232,224,232,224,232,240,240,240,240,240,248,240,240,240,240,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,216,216,232,232,240,232,240,240,224,240,232,232,232,240,232,240,232,232,232,232,232,232,232,232,224,232,232,232,232,232,232,240,240,232,224,224,216,216,216,224,216,208,208,208,208,216,208,200,176,200,200,192,184,184,176,176,168,168,168,168,176,176,168,152,152,160,152,144,144,144,136,144,144,136,136,136,128,136,128,128,120,120,120,112,120,
56,184,192,208,216,224,232,232,232,240,240,232,232,224,240,240,232,240,240,240,240,240,240,240,240,248,240,240,248,240,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,240,232,240,240,208,216,240,240,224,232,232,232,232,232,232,232,240,240,240,232,232,240,232,232,240,240,232,232,232,232,240,232,232,232,240,232,232,224,224,216,216,216,224,216,216,216,216,216,200,208,208,208,192,192,200,192,184,184,176,184,176,176,176,168,160,168,168,160,160,144,144,152,144,144,144,144,144,136,136,136,136,120,128,128,128,128,120,120,112,112,
57,176,200,208,216,216,216,216,224,224,224,232,224,232,240,240,240,240,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,248,248,240,240,240,240,240,248,240,240,240,224,232,232,232,240,240,240,232,232,240,232,232,232,240,232,232,240,232,232,240,232,232,232,232,232,232,232,232,240,232,232,232,232,232,208,208,208,200,216,224,216,224,200,208,208,208,208,216,208,200,168,184,184,176,184,184,176,176,176,176,176,168,176,176,168,176,152,152,144,144,144,136,144,144,136,136,136,136,128,128,128,120,128,120,120,120,120,
58,168,168,200,200,208,216,224,216,224,224,224,232,240,240,248,240,248,240,240,240,232,240,240,240,240,240,240,240,240,232,240,240,232,240,240,240,232,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,232,240,248,240,240,240,248,248,248,240,248,248,240,240,240,240,240,240,240,224,240,240,232,232,232,232,232,232,224,232,240,240,232,232,232,232,224,232,224,232,240,232,232,232,240,232,232,232,232,232,232,216,224,232,232,224,216,224,208,216,216,208,208,200,200,208,200,208,208,208,200,160,184,184,184,176,184,184,176,176,184,176,184,176,160,168,168,160,160,144,144,144,144,144,144,136,144,136,128,128,120,120,128,128,120,120,112,104,
59,160,184,192,192,200,216,216,216,216,224,232,232,240,232,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,232,240,240,248,232,240,240,240,240,240,240,240,240,240,240,240,232,240,232,240,240,240,240,240,240,240,248,240,240,248,240,240,248,240,240,240,240,240,240,240,232,240,224,232,232,232,232,232,232,240,240,240,240,240,232,232,232,240,232,232,232,240,232,232,224,224,232,240,224,232,208,208,216,208,216,216,208,200,200,216,216,208,200,208,192,192,192,208,208,208,200,176,176,184,176,176,176,184,184,184,176,184,176,184,160,176,176,160,160,152,152,144,152,144,136,144,136,128,128,128,128,128,128,120,112,112,120,120,
60,184,184,192,200,200,208,208,224,224,224,240,232,232,248,240,232,240,240,240,240,240,240,232,232,232,240,232,232,240,240,240,240,232,240,240,240,232,240,232,240,240,240,240,232,232,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,232,232,240,224,232,232,232,232,232,232,240,232,232,232,232,232,232,232,232,232,224,224,224,232,232,224,216,216,224,224,232,216,200,200,208,192,208,200,200,200,200,192,208,208,192,200,184,192,192,208,208,192,200,184,184,176,184,168,168,176,176,176,176,184,168,168,168,176,168,176,168,168,144,144,144,144,144,144,136,136,136,136,128,128,128,120,120,128,120,120,
61,192,200,208,208,224,224,224,232,224,224,232,232,240,232,224,216,224,232,232,240,232,232,232,240,224,224,232,240,232,232,240,240,240,240,232,240,240,240,240,232,232,232,232,240,240,240,232,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,232,240,232,240,240,224,232,224,240,240,240,224,224,240,224,240,224,232,240,232,240,232,216,208,216,216,216,216,224,216,208,208,208,208,200,208,192,192,192,192,200,200,208,208,176,200,192,192,192,184,184,184,184,192,200,192,168,168,176,184,184,168,168,176,176,168,176,168,168,168,176,176,184,168,168,160,144,144,144,136,136,136,144,144,136,128,128,120,120,128,120,120,112,
62,192,200,208,208,208,216,216,224,224,224,224,224,224,224,224,224,216,208,216,216,224,224,224,232,232,224,224,232,240,232,240,232,240,240,240,232,240,240,232,232,240,232,240,232,240,240,240,232,240,240,240,232,232,240,232,240,240,240,240,240,240,240,240,240,232,232,240,240,240,232,240,216,216,232,232,224,232,224,232,224,216,224,224,208,232,224,232,232,216,200,176,216,216,192,208,224,208,200,192,208,192,216,208,200,184,184,184,192,192,200,208,192,200,192,184,192,184,184,176,176,184,184,184,176,176,160,176,168,176,168,160,168,168,176,168,160,152,160,168,168,168,168,160,144,144,144,136,136,136,128,144,136,128,128,128,120,120,128,120,120,
63,176,184,184,192,200,208,208,208,224,224,208,224,216,216,224,224,224,216,216,224,216,224,232,224,240,240,240,232,232,232,232,232,232,232,232,240,240,240,232,240,240,240,240,240,216,232,232,240,240,240,240,232,240,240,240,232,240,232,232,240,240,232,240,232,232,240,240,240,232,240,232,232,232,240,224,240,216,232,224,208,216,224,224,216,224,224,216,216,216,200,184,200,208,192,208,208,200,192,184,200,184,200,192,200,192,176,184,192,200,184,168,200,192,192,192,192,176,176,168,168,168,160,176,176,176,160,168,168,176,176,160,168,168,168,160,160,160,160,152,168,152,152,152,152,144,136,136,128,128,136,128,128,128,128,128,120,120,120,112,112,
64,184,184,184,192,192,192,200,200,200,208,208,200,192,192,200,200,208,208,216,216,208,224,216,216,224,240,232,240,240,232,240,240,240,232,240,240,232,240,232,224,224,240,216,216,208,232,240,232,240,240,240,240,240,240,232,240,232,232,240,224,232,240,240,232,232,232,232,224,232,232,200,224,216,224,208,200,208,216,216,200,200,224,184,208,208,216,216,216,200,192,192,208,200,192,200,208,208,192,184,200,200,192,200,184,184,176,168,184,184,184,184,184,184,176,184,184,176,176,168,168,176,160,160,160,168,168,168,168,144,168,160,160,160,160,160,144,152,152,160,152,152,152,152,152,144,144,136,136,120,128,128,128,128,128,120,120,112,112,112,112,
65,160,176,184,176,184,176,192,192,192,192,192,200,192,192,200,192,200,192,200,200,200,200,208,216,216,216,224,224,224,224,232,224,224,224,200,224,224,216,224,200,208,208,208,208,208,232,224,216,224,232,240,232,232,240,240,224,240,240,240,232,232,232,232,224,232,240,216,224,232,224,224,216,208,216,200,200,208,208,208,200,200,216,200,200,184,208,208,208,184,184,160,192,192,192,192,208,192,184,184,192,200,184,192,184,176,176,168,176,184,168,176,184,184,184,176,176,168,184,168,160,168,168,160,152,160,168,152,168,168,160,160,160,160,152,160,152,136,136,152,144,144,144,144,136,144,144,136,136,128,128,120,120,128,128,120,128,120,112,112,112,
66,160,168,176,176,184,176,192,184,184,192,192,184,192,192,184,192,184,184,184,192,192,192,200,192,208,208,208,208,224,224,216,208,208,216,208,208,208,216,208,208,208,208,200,200,208,208,208,200,216,224,240,232,232,224,216,232,216,224,232,232,232,224,232,216,232,224,216,216,216,216,216,200,216,200,208,200,208,208,208,208,192,192,184,200,200,200,200,200,184,168,168,192,192,184,192,200,192,184,176,192,184,200,176,176,176,168,168,160,176,160,176,176,176,184,168,168,168,168,168,168,160,168,160,144,152,144,152,144,152,152,152,160,152,152,144,144,136,136,136,136,144,136,144,144,144,136,136,128,128,120,120,120,120,120,120,120,120,112,112,112,
67,160,168,176,176,176,176,176,184,176,168,184,176,184,184,176,184,184,184,184,184,192,192,192,184,200,200,200,208,200,200,200,200,192,192,200,200,200,200,200,200,200,192,192,184,184,192,184,200,184,192,216,208,216,200,208,208,208,216,200,224,216,200,224,216,216,208,216,208,216,208,208,208,200,200,200,216,208,208,208,200,192,192,192,192,192,184,192,192,192,176,176,176,184,168,192,192,184,184,184,184,184,192,176,176,168,176,168,168,168,168,160,168,168,168,152,160,152,160,160,168,160,152,144,144,152,144,152,144,136,152,152,152,152,152,152,144,144,136,136,144,144,136,136,144,136,144,144,136,128,120,120,120,120,120,112,112,112,104,104,112,
68,152,168,168,168,168,168,168,168,176,176,168,176,176,176,176,176,176,184,176,176,176,184,184,184,184,176,192,192,184,184,184,184,184,192,192,192,192,200,200,192,200,184,184,184,184,176,168,176,184,192,208,208,208,200,200,200,192,192,208,216,200,200,208,200,216,192,216,208,216,200,208,208,192,200,200,208,200,200,200,208,192,184,176,192,192,192,192,184,184,176,176,184,176,184,184,176,184,192,192,184,184,184,168,176,168,160,160,160,168,160,152,168,160,160,160,160,152,152,160,160,160,152,160,144,152,144,144,136,136,144,152,152,144,144,152,152,144,136,128,136,144,136,136,128,136,136,136,136,120,120,112,120,120,112,120,104,112,104,104,104,
